parameter,scenario,output,mu_star,sigma,n_effects
incidence_alpha_protection,trust_repair_bundle__shock,mask_when_pressure_high_mean,0.0565843728508734,0.06976258800165773,6
importation_outbreak_floor,trust_repair_bundle__shock,mask_when_pressure_high_mean,0.05528369563838472,0.10338749914807879,6
incidence_gamma,trust_repair_bundle__shock,mask_when_pressure_high_mean,0.04066577882364284,0.06929220824155831,6
stakes_to_infection_multiplier,trust_repair_bundle__shock,mask_when_pressure_high_mean,0.03409311347744766,0.03731609580257133,6
burn_in_ticks,trust_repair_bundle__shock,mask_when_pressure_high_mean,0.023205812157556238,0.027942385844980468,6
k_feedback_stakes,trust_repair_bundle__shock,mask_when_pressure_high_mean,0.02113055816664824,0.025700787091160304,6
k_incidence,trust_repair_bundle__shock,mask_when_pressure_high_mean,0.017941431269321965,0.040482877249944656,6
norm_threshold_min,trust_repair_bundle__shock,mask_when_pressure_high_mean,0.017936044428440805,0.017164498115891897,6
contact_rate_multiplier,trust_repair_bundle__shock,mask_when_pressure_high_mean,0.017908678564282354,0.026155892044884506,6
incidence_alpha_vax,trust_repair_bundle__shock,mask_when_pressure_high_mean,0.01541415737236207,0.022324148385419677,6
community_incidence_baseline,trust_repair_bundle__shock,mask_when_pressure_high_mean,0.013879182834983794,0.016525474829539383,6
state_relaxation_fast,trust_repair_bundle__shock,mask_when_pressure_high_mean,0.013801427044140743,0.021164587570953724,6
norm_threshold_max,trust_repair_bundle__shock,mask_when_pressure_high_mean,0.012846027907305787,0.02028289241101536,6
stakes_to_fear_multiplier,trust_repair_bundle__shock,mask_when_pressure_high_mean,0.01133143026263665,0.013786839126553395,6
importation_targeted_local_bump,trust_repair_bundle__shock,mask_when_pressure_high_mean,0.01039869520054045,0.013761721885223656,6
importation_pulse_amplitude,trust_repair_bundle__shock,mask_when_pressure_high_mean,0.008648045264093204,0.013867682934629104,6
social_weight_delta_trust,trust_repair_bundle__shock,mask_when_pressure_high_mean,0.008019097421869186,0.006335300717874987,6
peer_pull_interactions_per_agent,trust_repair_bundle__shock,mask_when_pressure_high_mean,0.0058014275871289605,0.008300268891216378,6
social_weight_delta_norm,trust_repair_bundle__shock,mask_when_pressure_high_mean,0.005769626603119427,0.007013090574129298,6
homophily_gamma,trust_repair_bundle__shock,mask_when_pressure_high_mean,0.004811636581019722,0.00638555891363447,6
importation_pulse_width_ticks,trust_repair_bundle__shock,mask_when_pressure_high_mean,0.0021731569371207606,0.0030049834686405397,6
distance_tracking_max_hops,trust_repair_bundle__shock,mask_when_pressure_high_mean,0.0019716365982856607,0.0015480424048633474,6
importation_pulse_period_ticks,trust_repair_bundle__shock,mask_when_pressure_high_mean,0.0018712213961139905,0.0025626497117537976,6
norm_threshold_beta_alpha,trust_repair_bundle__shock,mask_when_pressure_high_mean,0.0007720956463117545,0.0009712393196014759,6
importation_pulse_start_tick,trust_repair_bundle__shock,mask_when_pressure_high_mean,0.0005500968345254856,0.0005962692034264305,6
norm_response_slope,trust_repair_bundle__shock,mask_when_pressure_high_mean,0.00045629883041679403,0.0004316636800373194,6
high_degree_target_percentile,trust_repair_bundle__shock,mask_when_pressure_high_mean,0.0002678497161606212,0.00035955325342798837,6
low_legitimacy_target_percentile,trust_repair_bundle__shock,mask_when_pressure_high_mean,0.00020272419629267327,0.000275823535295157,6
high_exposure_target_percentile,trust_repair_bundle__shock,mask_when_pressure_high_mean,0.00013455399887452775,0.00018462582048420163,6
state_relaxation_slow,trust_repair_bundle__shock,social_norms_descriptive_vax_mean,1.8274335260706092,2.759716280451703,6
state_update_noise_std,trust_repair_bundle__shock,social_norms_descriptive_vax_mean,1.6866095801759684,2.346117550343507,6
k_social,trust_repair_bundle__shock,social_norms_descriptive_vax_mean,0.637368500132205,0.7506357278548038,6
incidence_alpha_protection,trust_repair_bundle__shock,social_norms_descriptive_vax_mean,0.20709474451024334,0.24470670304125186,6
bridge_prob,trust_repair_bundle__shock,social_norms_descriptive_vax_mean,0.18676605479473976,0.2766110490803726,6
burn_in_ticks,trust_repair_bundle__shock,social_norms_descriptive_vax_mean,0.18495866732393484,0.21913770357915924,6
incidence_gamma,trust_repair_bundle__shock,social_norms_descriptive_vax_mean,0.1261093828874454,0.18812997019866282,6
stakes_to_infection_multiplier,trust_repair_bundle__shock,social_norms_descriptive_vax_mean,0.11641340663898582,0.15919007692200635,6
importation_outbreak_floor,trust_repair_bundle__shock,social_norms_descriptive_vax_mean,0.11073636521537367,0.20190371347827385,6
k_feedback_stakes,trust_repair_bundle__shock,social_norms_descriptive_vax_mean,0.06492808649088067,0.10426986057377399,6
community_incidence_baseline,trust_repair_bundle__shock,social_norms_descriptive_vax_mean,0.062417266715305196,0.09767421668415338,6
norm_threshold_max,trust_repair_bundle__shock,social_norms_descriptive_vax_mean,0.06034488978292766,0.09658289349507998,6
contact_rate_multiplier,trust_repair_bundle__shock,social_norms_descriptive_vax_mean,0.05340609856702918,0.06863698856705104,6
norm_threshold_min,trust_repair_bundle__shock,social_norms_descriptive_vax_mean,0.05317778702096376,0.06852365909245135,6
state_relaxation_fast,trust_repair_bundle__shock,social_norms_descriptive_vax_mean,0.04952548826507789,0.08058846929774882,6
importation_targeted_local_bump,trust_repair_bundle__shock,social_norms_descriptive_vax_mean,0.04077401232896941,0.05948257130200352,6
incidence_alpha_vax,trust_repair_bundle__shock,social_norms_descriptive_vax_mean,0.03984107206396933,0.05801985590722327,6
importation_pulse_amplitude,trust_repair_bundle__shock,social_norms_descriptive_vax_mean,0.03945104359393289,0.043346364120542824,6
stakes_to_fear_multiplier,trust_repair_bundle__shock,social_norms_descriptive_vax_mean,0.026908185441585516,0.033136920906891416,6
social_weight_delta_trust,trust_repair_bundle__shock,social_norms_descriptive_vax_mean,0.02483224469303577,0.027174216577978003,6
k_incidence,trust_repair_bundle__shock,social_norms_descriptive_vax_mean,0.021921871730724986,0.03820647641504107,6
homophily_gamma,trust_repair_bundle__shock,social_norms_descriptive_vax_mean,0.02084722675471558,0.04254765335595739,6
peer_pull_interactions_per_agent,trust_repair_bundle__shock,social_norms_descriptive_vax_mean,0.016005093736981602,0.02561710424562353,6
social_weight_delta_norm,trust_repair_bundle__shock,social_norms_descriptive_vax_mean,0.011616084523760306,0.015869947846277467,6
distance_tracking_max_hops,trust_repair_bundle__shock,social_norms_descriptive_vax_mean,0.005747846556413805,0.005579026716691429,6
importation_pulse_width_ticks,trust_repair_bundle__shock,social_norms_descriptive_vax_mean,0.005604586045980871,0.0068867411347462775,6
importation_pulse_period_ticks,trust_repair_bundle__shock,social_norms_descriptive_vax_mean,0.004914247173035828,0.0075048985365453675,6
importation_pulse_start_tick,trust_repair_bundle__shock,social_norms_descriptive_vax_mean,0.00296001800452809,0.004621204287563814,6
norm_threshold_beta_alpha,trust_repair_bundle__shock,social_norms_descriptive_vax_mean,0.002767224072165083,0.003934324747220298,6
norm_response_slope,trust_repair_bundle__shock,social_norms_descriptive_vax_mean,0.0012036262171553366,0.001922108237549156,6
high_degree_target_percentile,trust_repair_bundle__shock,social_norms_descriptive_vax_mean,0.0011312161909868242,0.001363418185533348,6
low_legitimacy_target_percentile,trust_repair_bundle__shock,social_norms_descriptive_vax_mean,0.0005174194767090985,0.0009925365580947493,6
high_exposure_target_percentile,trust_repair_bundle__shock,social_norms_descriptive_vax_mean,0.00022828454366189042,0.00021588309465178925,6
state_relaxation_slow,trust_repair_bundle__shock,vax_willingness_T12_mean,1.9129433145946113,3.396051865505139,6
state_update_noise_std,trust_repair_bundle__shock,vax_willingness_T12_mean,1.357567111920292,1.842557220168345,6
bridge_prob,trust_repair_bundle__shock,vax_willingness_T12_mean,0.31907522685624745,0.3967277234431921,6
incidence_alpha_protection,trust_repair_bundle__shock,vax_willingness_T12_mean,0.1479241792649333,0.157916023385548,6
k_social,trust_repair_bundle__shock,vax_willingness_T12_mean,0.13484555383562544,0.09598149705939833,6
stakes_to_infection_multiplier,trust_repair_bundle__shock,vax_willingness_T12_mean,0.10212018577813174,0.10870882398315695,6
incidence_gamma,trust_repair_bundle__shock,vax_willingness_T12_mean,0.07922957633849216,0.13793274036989295,6
norm_threshold_min,trust_repair_bundle__shock,vax_willingness_T12_mean,0.06602926795248247,0.03976093562354933,6
k_feedback_stakes,trust_repair_bundle__shock,vax_willingness_T12_mean,0.0568530813832304,0.07691132517912827,6
importation_outbreak_floor,trust_repair_bundle__shock,vax_willingness_T12_mean,0.04564474970463787,0.06576793731274654,6
social_weight_delta_trust,trust_repair_bundle__shock,vax_willingness_T12_mean,0.04524761216166615,0.020903844116726893,6
importation_targeted_local_bump,trust_repair_bundle__shock,vax_willingness_T12_mean,0.04217099168106605,0.05455423201703471,6
contact_rate_multiplier,trust_repair_bundle__shock,vax_willingness_T12_mean,0.038010406619821864,0.0465847849885414,6
community_incidence_baseline,trust_repair_bundle__shock,vax_willingness_T12_mean,0.03596013018691243,0.04577157057084415,6
norm_threshold_max,trust_repair_bundle__shock,vax_willingness_T12_mean,0.03530889590946865,0.05028628238930186,6
incidence_alpha_vax,trust_repair_bundle__shock,vax_willingness_T12_mean,0.03410047722110695,0.051117511738746894,6
k_incidence,trust_repair_bundle__shock,vax_willingness_T12_mean,0.03397744821685389,0.068719881984913,6
state_relaxation_fast,trust_repair_bundle__shock,vax_willingness_T12_mean,0.029799406993795685,0.03991587827201449,6
burn_in_ticks,trust_repair_bundle__shock,vax_willingness_T12_mean,0.02507516093920022,0.030502239691233262,6
stakes_to_fear_multiplier,trust_repair_bundle__shock,vax_willingness_T12_mean,0.024045943116332874,0.03397958939445831,6
peer_pull_interactions_per_agent,trust_repair_bundle__shock,vax_willingness_T12_mean,0.022037601219323175,0.028005650562809143,6
homophily_gamma,trust_repair_bundle__shock,vax_willingness_T12_mean,0.021195516763583555,0.019699290904767578,6
importation_pulse_amplitude,trust_repair_bundle__shock,vax_willingness_T12_mean,0.02077212574574124,0.03518548876881828,6
social_weight_delta_norm,trust_repair_bundle__shock,vax_willingness_T12_mean,0.020612187127776828,0.020896256974455338,6
importation_pulse_width_ticks,trust_repair_bundle__shock,vax_willingness_T12_mean,0.0065878693649708,0.008812818844085916,6
importation_pulse_period_ticks,trust_repair_bundle__shock,vax_willingness_T12_mean,0.004062588785208969,0.005464896936626622,6
importation_pulse_start_tick,trust_repair_bundle__shock,vax_willingness_T12_mean,0.002490887682257655,0.0035334629806903777,6
distance_tracking_max_hops,trust_repair_bundle__shock,vax_willingness_T12_mean,0.00225166440325116,0.0022149632207893065,6
norm_threshold_beta_alpha,trust_repair_bundle__shock,vax_willingness_T12_mean,0.0017042929984665278,0.002425454697810825,6
norm_response_slope,trust_repair_bundle__shock,vax_willingness_T12_mean,0.0007675632444446023,0.0010633295676213729,6
high_degree_target_percentile,trust_repair_bundle__shock,vax_willingness_T12_mean,0.000611346254309216,0.0007453698434999881,6
high_exposure_target_percentile,trust_repair_bundle__shock,vax_willingness_T12_mean,0.00042307705377915284,0.0005705235112380792,6
low_legitimacy_target_percentile,trust_repair_bundle__shock,vax_willingness_T12_mean,0.00041113351367023655,0.0006214412867624698,6
state_relaxation_slow,trust_repair_institutional__perturbation,mask_when_pressure_high_mean,0.39829864850201346,0.6853679572611393,6
state_update_noise_std,trust_repair_institutional__perturbation,mask_when_pressure_high_mean,0.2565226775536426,0.35302701484050913,6
bridge_prob,trust_repair_institutional__perturbation,mask_when_pressure_high_mean,0.12714975196577902,0.1643882944019706,6
incidence_alpha_protection,trust_repair_institutional__perturbation,mask_when_pressure_high_mean,0.03494721938937554,0.0388935001772312,6
stakes_to_infection_multiplier,trust_repair_institutional__perturbation,mask_when_pressure_high_mean,0.029471574054470054,0.028969105883960247,6
k_social,trust_repair_institutional__perturbation,mask_when_pressure_high_mean,0.029077934351174787,0.029144636516422497,6
importation_outbreak_floor,trust_repair_institutional__perturbation,mask_when_pressure_high_mean,0.02195025897131349,0.03023590247888672,6
incidence_gamma,trust_repair_institutional__perturbation,mask_when_pressure_high_mean,0.019862535703691404,0.030395775756105525,6
norm_threshold_min,trust_repair_institutional__perturbation,mask_when_pressure_high_mean,0.01957403723157114,0.020049690144917247,6
incidence_alpha_vax,trust_repair_institutional__perturbation,mask_when_pressure_high_mean,0.017595801893814194,0.02409999105030713,6
k_feedback_stakes,trust_repair_institutional__perturbation,mask_when_pressure_high_mean,0.014873797432575957,0.018658760166424808,6
contact_rate_multiplier,trust_repair_institutional__perturbation,mask_when_pressure_high_mean,0.012738745036873394,0.01944676272516752,6
importation_targeted_local_bump,trust_repair_institutional__perturbation,mask_when_pressure_high_mean,0.011404759410957865,0.013439079960993531,6
state_relaxation_fast,trust_repair_institutional__perturbation,mask_when_pressure_high_mean,0.009871925929303416,0.01363629423860113,6
stakes_to_fear_multiplier,trust_repair_institutional__perturbation,mask_when_pressure_high_mean,0.0096833595024511,0.01411411623185494,6
norm_threshold_max,trust_repair_institutional__perturbation,mask_when_pressure_high_mean,0.009076595929862208,0.013249013138254592,6
community_incidence_baseline,trust_repair_institutional__perturbation,mask_when_pressure_high_mean,0.008058340187844237,0.010539223980821114,6
importation_pulse_amplitude,trust_repair_institutional__perturbation,mask_when_pressure_high_mean,0.007317291498030916,0.014775326038167221,6
k_incidence,trust_repair_institutional__perturbation,mask_when_pressure_high_mean,0.007313538755188686,0.01515630122574161,6
social_weight_delta_trust,trust_repair_institutional__perturbation,mask_when_pressure_high_mean,0.006877693162338339,0.00544564348599689,6
burn_in_ticks,trust_repair_institutional__perturbation,mask_when_pressure_high_mean,0.006746555208359457,0.008092161243848286,6
peer_pull_interactions_per_agent,trust_repair_institutional__perturbation,mask_when_pressure_high_mean,0.0050820321852191284,0.006884393164531318,6
social_weight_delta_norm,trust_repair_institutional__perturbation,mask_when_pressure_high_mean,0.004563404676668862,0.005273746049876666,6
homophily_gamma,trust_repair_institutional__perturbation,mask_when_pressure_high_mean,0.003415120932018567,0.0035289195574181574,6
importation_pulse_width_ticks,trust_repair_institutional__perturbation,mask_when_pressure_high_mean,0.0021581161098869948,0.002646231164246925,6
importation_pulse_period_ticks,trust_repair_institutional__perturbation,mask_when_pressure_high_mean,0.0014009972006311007,0.0018470870246942866,6
distance_tracking_max_hops,trust_repair_institutional__perturbation,mask_when_pressure_high_mean,0.0012881296643728983,0.0010076086519943087,6
